Boletos,Ingresos,% Δ,Cantidad,% Δ
Cipolletti - RNG → BAHIA BLANCA,551249.999526,,13,
Retiro Buenos Aires → Vedia  Bs. As.,419350.00073200004,1.3939601611909818,13,1.1666666666666667
Mendoza → Villa Mercedes - SLU,411829.999463,2.631657813677527,13,2.25
TRELEW → SIERRA GRANDE - RNG,268859.99851000006,,13,
VIEDMA → BAHIA BLANCA,248859.998423,1.9626189828893748,13,1.6
Catriel → Cinco Saltos,131100.000821,0.6185185481964337,13,0.4444444444444444
TUCUMAN → BAHIA BLANCA,2072099.9991650002,,12,
Mendoza → Roque Saenz Peña,1786800.001274,10.90009987902273,12,11
BAHIA BLANCA → Caleta Olivia,1761390.001538,18.73546210127316,12,11
Caleta Olivia → Cipolletti - RNG,1648199.998242,15.787533014625167,12,11
RIO CUARTO → Salta,1422780.001211,3.2241553398928966,12,3
TUCUMAN → San Juan,1276669.997453,,12,
LA PLATA → Mendoza,1178710.001713,3.7647748748521397,12,3
NEUQUEN → RAWSON,943573.51863,2.173809340056213,12,2
Lujan Azcuenaga - MZA → Cipolletti - RNG,901430.0023990001,1.1187185699024758,12,1
CORRIENTES → ROSARIO - SFE,891929.9997880001,,12,
Santa Rosa - LPA → SAN LUIS,744669.998802,1.2453490064704347,12,1
Villa la Angostura → Puerto Varas,735000.0022639999,4.263157891690127,12,3
PUERTO MADRYN → Villa Regina,677939.998871,2.6764642277200656,12,2
BAHIA BLANCA → SIERRA GRANDE - RNG,677650.001458,8.040154777574326,12,11
Osorno → Villa la Angostura,651000.002875,0.1293260484476384,12,0
Mendoza → Villa Carlos Paz,628340.002231,1.1756072337964918,12,1.4
Pto Santa Cruz → COMODORO RIVADAVIA,590320.001331,,12,
BAHIA BLANCA → LAS GRUTAS,545500.001323,1.566092776478755,12,1
VIEDMA → PUERTO MADRYN,461670.00047900004,0.500152556036278,12,0.2
Caleta Olivia → RAWSON,449460.002311,14.01703990639387,12,11
RAWSON → Caleta Olivia,411935.000797,4.603566704141221,12,5
TUCUMAN → Perico,364159.99670300004,12.87276165496766,12,11
SANTIAGO DEL ESTERO → TUCUMAN,235039.999767,,12,
Mendoza → Las Avispas,46749.998351,1.2454369491917392,12,1
RIO GALLEGOS → CORDOBA,3109039.0032010004,0.9117747658315036,11,0.8333333333333334
RIO GALLEGOS → LAS GRUTAS,2161966.000232,2.714411872054306,11,1.75
LA PLATA → COMODORO RIVADAVIA,1803859.9985449999,,11,
LINIERS → PUERTO MADRYN,1654589.9951920002,8.848749970501602,11,4.5
LAS GRUTAS → LINIERS,1514710.0017859999,20.5310589855422,11,10
LINIERS → LAS GRUTAS,1511510.0028310001,16.23893710714818,11,10
San Juan → Buenos Aires,1205310.000181,,11,
Mendoza → Villa Regina,1070166.996569,7.69524274236555,11,10
Villa Regina → Mendoza,1033127.999865,8.234250958549096,11,10
Lujan Azcuenaga - MZA → Cinco Saltos,793840.0005290001,1.9033720894255803,11,1.75
Mendoza → Plottier,782070.002394,3.243692012461918,11,2.6666666666666665
Retiro Buenos Aires → Villa Mercedes - SLU,642320.000769,0.7339380174640495,11,0.8333333333333334
Luis Piedrabuena → COMODORO RIVADAVIA,631330.998252,,11,
Villa Mercedes - SLU → Retiro Buenos Aires,630450.0016719999,0.7018950446572181,11,0.8333333333333334
Mendoza → Villa Maria - CBA,576979.99994,,11,
Mina Clavero → Mendoza,574929.999222,0.6183814229749474,11,0.375
Santiago → Osorno,564900.001132,2.7361111054028884,11,2.6666666666666665
Entre Lagos → Bariloche,540749.998424,,11,
CORRIENTES → SANTA FE,536917.999288,1.1787673543578823,11,1.2
Retiro Buenos Aires → Cnel Pringles Bs As,521329.998749,1.3890548606044495,11,1.2
TRELEW → VIEDMA,441930.002195,0.028088482014945633,11,-0.21428571428571427
Bariloche → Cinco Saltos,373130.000315,0.40623352342265534,11,0.375
SANTA ROSA - LPM → BAHIA BLANCA,346980.000879,0.23304904130863868,11,0.1
San Martin (MZA) → SAN LUIS,240660.000216,2.819999999305397,11,2.6666666666666665
LA RIOJA → CATAMARCA,221330.00150399999,11.469296091906308,11,10
Mendoza → Punta de Vacas,190159.99783900002,0.5124472906916552,11,0.2222222222222222
Cnia 25 de Mayo - LPM → NEUQUEN,162119.999939,2.211568896967575,11,1.75
Huinca Renanco → Realico - LPM,23750.001522,14.03165217453781,11,10
LA PLATA → Caleta Olivia,2010539.9979369997,,10,
RIO CUARTO → Caleta Olivia,1944619.999589,,10,
ROSARIO - SFE → TRELEW,1669320.0032099998,3.8229515746110767,10,4
PARANA → PUERTO MADRYN,1646930.00182,10.87747006221605,10,9
COMODORO RIVADAVIA → Buenos Aires,1389210.000966,,10,
COMODORO RIVADAVIA → LINIERS,1380759.999917,,10,
LA PLATA → TRELEW,1364380.002196,3.5274090701447993,10,2.3333333333333335
Mendoza → San Salvador de Jujuy,1319729.999793,9.260690390037297,10,9
San Juan → TUCUMAN,1161639.998773,,10,
RIO CUARTO → LAS GRUTAS,1053930.99838,9.42154643849118,10,9
SANTA FE → SAN LUIS,692299.299255,2.114677185165949,10,2.3333333333333335
SAN LUIS → SANTA FE,637160.001187,1.161916400313782,10,1.5
SANTA ROSA - LPM → CORDOBA,550580.001414,2.132388907540984,10,2.3333333333333335
Osorno → Santiago,530250.001076,9.099999980480002,10,9
CATAMARCA → SANTIAGO DEL ESTERO,425459.998082,,10,
PUERTO MADRYN → Choele Choel,397889.99730900006,7.205609377611154,10,9
General Pico - LPM → Villa Mercedes - SLU,341209.99792800006,10.605782533383055,10,9
CATAMARCA → TUCUMAN,331739.999692,1.7240925936328813,10,1.5
Realico - LPM → CORDOBA,330089.999157,2.132378008004289,10,1.5
CORDOBA → Villa Mercedes - SLU,297510.00085199997,1.8442638237896651,10,1.5
NEUQUEN → Choele Choel,265339.99919,1.0151894749164831,10,0.42857142857142855
Huinca Renanco → SANTA ROSA - LPM,238833.998815,1.4563817506812928,10,1
Jacinto Arauz Acc → BAHIA BLANCA,120349.997329,,10,
COMODORO RIVADAVIA → Salta,2341098.001108,,9,
RINCÓN DE LOS SAUCES → Mendoza,1071000.000529,,9,
TRELEW → Retiro Buenos Aires,1065870.001311,0.9009630801961169,9,0.8
LAS GRUTAS → Caleta Olivia,1001089.999537,,9,
SAN ANTONIO OESTE → Caleta Olivia,921874.0011389999,13.16089089774205,9,8
RIO CUARTO → TUCUMAN,864910.000928,,9,
Villa Mercedes - SLU → BAHIA BLANCA,795379.999649,7.416719577814846,9,8
TRELEW → BAHIA BLANCA,686189.9992379999,0.9333652489602804,9,0.125
Cinco Saltos → Lujan Azcuenaga - MZA,652090.001324,7.28050802240373,9,8
Puerto Varas → Villa la Angostura,593250.0010899999,,9,
TUCUMAN → CORRIENTES,589680.001746,,9,
SAN LUIS → Buenos Aires,573390.001222,0.651706755218389,9,0.8
Puerto Montt → Villa la Angostura,545999.999747,0.03999999450628596,9,-0.1
COMODORO RIVADAVIA → LAS GRUTAS,536789.997735,,9,
Tunuyan - Mza → NEUQUEN,499719.99980999995,7.233975919158571,9,8
San Juan → CORDOBA,405620.00225,,9,
GENERAL ALVEAR → Cipolletti - RNG,371530.00019999995,,9,
SANTA FE → CORRIENTES,331786.001553,1.5350397384041545,9,2
Villa Mercedes - SLU → Mendoza,282879.99875399994,1.4945325963325087,9,1.25
Villa Mercedes - SLU → CORDOBA,273769.999534,4.234608010172468,9,3.5
Senillosa → Bariloche,256140.00473000002,,9,
BAHIA BLANCA → Choele Choel,220500.000246,,9,
RIO CUARTO → Realico - LPM,216189.99858999997,1.6497119166627014,9,1.25
BAHIA BLANCA → Padre Buodo Acc,209190.00045100003,1.0851233616332683,9,1.25
SANTA ROSA - LPM → Huinca Renanco,201399.999059,1.8779651871821756,9,0.8
COMODORO RIVADAVIA → Caleta Olivia,170320.000095,,9,
Bella Vista - COR → RESISTENCIA,98576.999205,4.470422150583984,9,3.5
Salta → Perico,92639.998636,2.836024884974706,9,2
COMODORO RIVADAVIA → San Salvador de Jujuy,2390439.9992460003,,8,
BAHIA BLANCA → TUCUMAN,1660790.001495,,8,
Caleta Olivia → RIO CUARTO,1642856.0004440001,,8,
SANTA FE → TRELEW,1604219.99693,,8,
LAS GRUTAS → ROSARIO - SFE,1385070.000955,11.746825039637809,8,7
ROSARIO - SFE → LAS GRUTAS,1331840.000758,8.05157712002317,8,7
Salta → San Juan,1257200.000614,,8,
LAS GRUTAS → Retiro Buenos Aires,1135080.003082,3.802945033564832,8,3
SAN ANTONIO OESTE → CORDOBA,1076469.999178,3.429553098637393,8,3
PUNTA ALTA → CORDOBA,1029715.0003399999,1.6319939716122722,8,1.6666666666666667
SIERRA GRANDE - RNG → CORDOBA,1029123.002574,,8,
PUERTO MADRYN → Buenos Aires,996409.999531,0.9248720113521005,8,0.6
CORDOBA → PUNTA ALTA,941305.000658,6.2180431206007825,8,7
LAS GRUTAS → RIO CUARTO,886134.9985,,8,
COMODORO RIVADAVIA → General Roca,884280.0022829999,,8,
Caleta Olivia → LAS GRUTAS,801889.999827,,8,
Caleta Olivia → VIEDMA,757789.997594,10.455630978727815,8,7
LA RIOJA → San Salvador de Jujuy,728990.0018059999,0.8033147891362501,8,0.6
BAHIA BLANCA → Villa Mercedes - SLU,708759.998678,8.88232002599518,8,7
Lujan Terminal - BUE → Mendoza,685249.997956,3.0134121911828013,8,3
CATAMARCA → San Juan,654680.0008960001,,8,
El Talar Terminal → SAN LUIS,632189.998668,3.506629570171997,8,3
CORDOBA → San Martin (MZA),513359.9985809999,1.7622275889983317,8,1.6666666666666667
BAHIA BLANCA → LINIERS,478859.999604,1.0824527100882495,8,1
BAHIA BLANCA → SAN ANTONIO OESTE,395229.99543600006,2.840913454612367,8,1.6666666666666667
Bariloche → Entre Lagos,377999.998265,,8,
SANTIAGO DEL ESTERO → RESISTENCIA,374640.000123,,8,
GENERAL ALVEAR → Cinco Saltos,364979.99984199996,4.096062483268657,8,3
SANTIAGO DEL ESTERO → CATAMARCA,315870.001812,,8,
TUCUMAN → CATAMARCA,258810.00008099998,3.633190076804044,8,3
Vedia  Bs. As. → Retiro Buenos Aires,255460.001047,0.25582539684505,8,0.14285714285714285
Barda del Medio Acc → GENERAL ALVEAR,224585.00192100002,7.290328605426358,8,7
Choele Choel → NEUQUEN,206540.00023,0.10137045885238292,8,-0.1111111111111111
RESISTENCIA → Esquina Acc,177592.000978,0.7084367525201203,8,0.6
Goya Terminal → RESISTENCIA,125790.002079,,8,
Mendoza → La Paz (MZA),121399.996116,1.4279999533012793,8,1
SANTA FE → San Francisco - CBA,121299.999673,6.750798386165637,8,7
RESISTENCIA → Goya Acc,111527.00029299999,-0.6423582603778234,8,-0.6
RESISTENCIA → Bella Vista - COR,98782.001122,0.6509894676531537,8,0.3333333333333333
BAHIA BLANCA → Jacinto Arauz Acc,96279.99965700001,1.2250981093934183,8,0.6
CORRIENTES → TRELEW,1555029.999203,4.723966588617222,7,6
TUCUMAN → PUNTA ALTA,1334730.000755,,7,
RIO CUARTO → COMODORO RIVADAVIA,1266168.002343,,7,
Mendoza → RESISTENCIA,1212749.998374,3.1323088365167058,7,1.3333333333333333
San Salvador de Jujuy → Mendoza,1072280.0012359999,1.7787193225237774,7,1.3333333333333333
Roque Saenz Peña → Mendoza,1051049.998722,6.944444429620392,7,2.5
RAWSON → RIO GALLEGOS,1008360.003057,,7,
TRELEW → ROSARIO - SFE,980170.000884,,7,
SANTIAGO DEL ESTERO → Mendoza,896700.0015809999,,7,
San Martin (MZA) → BAHIA BLANCA,849140.001297,7.588449539313641,7,6
PUERTO MADRYN → LA PLATA,756810.0017830001,0.3347619103759528,7,0.16666666666666666
SANTA ROSA - LPM → PUERTO MADRYN,712545.9956039999,,7,
TRELEW → SANTA ROSA - LPM,711849.9987570001,,7,
Almafuerte - CBA → BAHIA BLANCA,621800.0000299999,1.1264662695022067,7,1.3333333333333333
SIERRA GRANDE - RNG → Caleta Olivia,597879.999924,,7,
RIO CUARTO → PUNTA ALTA,593249.9992559999,,7,
Rio Colorado → Buenos Aires,577010.002827,,7,
Retiro Buenos Aires → San Martin (MZA),566499.9982419999,0.3517705389763153,7,0.4
RINCÓN DE LOS SAUCES → GENERAL ALVEAR,538670.000545,,7,
RAWSON → NEUQUEN,528779.998842,1.533563300465632,7,1.3333333333333333
Moreno Las Piedras → Mendoza,473400.002168,4.52613883424187,7,6
COMODORO RIVADAVIA → Pto Santa Cruz,413070.001285,,7,
SIERRA GRANDE - RNG → BAHIA BLANCA,385459.999083,,7,
SANTA FE → RIO CUARTO,339360.000743,0.29201248980112054,7,0.16666666666666666
LAS GRUTAS → Catriel,337480.000205,8.424183071350408,7,6
CORDOBA → Eduardo Castex,331321.99948399997,4.4102220115773445,7,6
Cipolletti - RNG → GENERAL ALVEAR,326284.997614,3.115602958120569,7,2.5
CORDOBA → San Juan,318680.004144,,7,
SANTA ROSA - LPM → SAN LUIS,302630.001207,,7,
Choele Choel → PUERTO MADRYN,293910.001032,7.2074839422852435,7,6
TUCUMAN → Tilcara,289720.001649,,7,
Merlo - SLU → Mendoza,277630.00118900003,1.9083386068307393,7,1.3333333333333333
Catriel → RINCÓN DE LOS SAUCES,262500.000983,,7,
LAS GRUTAS → BAHIA BLANCA,247290.000079,1.3944807573515894,7,2.5
Villa Mercedes - SLU → General Pico - LPM,220499.998584,3.382826520272202,7,2.5
Caucete → Villa Carlos Paz,213140.003267,,7,
Villa Carlos Paz → Caucete,213140.003267,,7,
CORRIENTES → Gancedo acc,204759.99933599998,,7,
CORRIENTES → Charata acc - CHA,165230.00101900002,2.6250548749506972,7,2.5
CATAMARCA → LA RIOJA,165090.001555,,7,
Cinco Saltos → Piedra del Aguila,124949.997319,6.0000001101960825,7,6
Perico → Salta,92710.001611,0.6810517192268479,7,0.4
GENERAL ALVEAR → Algarrobo del Aguila,88550.000072,1.7819668690290935,7,1.3333333333333333
Cnia 25 de Mayo - LPM → Catriel,51229.998675,,7,
RIO GALLEGOS → Salta,2199765.999891,5.740181268155801,6,5
TUCUMAN → PUERTO MADRYN,1550170.3992060001,0.939871103092708,6,0.5
Salta → COMODORO RIVADAVIA,1421568.999077,,6,
CORRIENTES → BAHIA BLANCA,1156834.99697,1.203243428576016,6,1
SANTA FE → PUERTO MADRYN,1060915.000756,6.18825799239228,6,5
PUERTO MADRYN → SANTA FE,1058134.9994100002,2.5847110104285362,6,2
TRELEW → PARANA,1012543.0000369999,,6,
Monte Hermoso → Mendoza,976500.002776,,6,
RIO GALLEGOS → RAWSON,959303.0013620001,,6,
Pergamino Terminal → PUERTO MADRYN,936251.9987410001,,6,
Mendoza → Monte Hermoso,897749.9992989999,,6,
Cinco Saltos → Caleta Olivia,878230.000791,,6,
RIO CUARTO → TRELEW,858480.000676,5.372327800532538,6,5
Retiro Buenos Aires → RAWSON,805669.998761,0.45598627213100135,6,0
CORDOBA → SIERRA GRANDE - RNG,803447.139706,4.392660806632359,6,5
RIO CUARTO → San Salvador de Jujuy,774590.001591,6.2182461980444055,6,5
TUCUMAN → RIO CUARTO,708989.99927,,6,
GENERAL ALVEAR → LINIERS,695119.999798,6.072853072812778,6,5
BAHIA BLANCA → ROSARIO - SFE,675747.9995990001,1.486287218366394,6,1
Mar del Plata → SAN LUIS,663499.998854,2.3291520192295643,6,2
Perico → Mendoza,654480.0012080001,,6,
San Juan → SANTIAGO DEL ESTERO,634950.0013580001,,6,
BAHIA BLANCA → San Martin (MZA),630629.999726,1.7730970606276422,6,2
SANTA ROSA - LPM → TRELEW,607950.001092,7.7411934513985825,6,5
SANTA FE → San Martin (MZA),588629.99918,,6,
SAN ANTONIO OESTE → COMODORO RIVADAVIA,571530.0006060001,,6,
Mendoza → LA PLATA,563849.999132,1.365638763096472,6,1
COMODORO RIVADAVIA → Choele Choel,534240.000337,,6,
CORDOBA → Metan,532011.998871,,6,
LINIERS → San Martin (MZA),524600.001397,1.8161906978102713,6,2
Choele Choel → Caleta Olivia,504537.997611,,6,
San Salvador de Jujuy → LA RIOJA,504019.999352,0.31687307332440146,6,0.5
San Juan → CATAMARCA,499630.00284100004,,6,
GENERAL ALVEAR → RINCÓN DE LOS SAUCES,453620.00262300007,,6,
Metan → CORDOBA,447679.998045,,6,
Eugenio Bustos → NEUQUEN,422700.001545,,6,
LINIERS → Villa Mercedes - SLU,404060.001048,,6,
Mendoza → Cnia 25 de Mayo - LPM,376559.99960000004,1.3361250655437236,6,1
Mendoza → Barda del Medio Acc,376120.001362,2.2592720735238356,6,2
LA RIOJA → San Juan,359880.00064200006,,6,
CORDOBA → SANTA ROSA - LPM,346749.997585,1.3478231229982358,6,0.5
Choele Choel → TRELEW,335789.999562,0.5418063174966635,6,0.2
Eduardo Castex → SAN LUIS,289499.998036,0.8567213816694711,6,0.5
Villa Maria - CBA → Mendoza,261980.00054699997,1.6972099294749345,6,2
Cinco Saltos → SAN ANTONIO OESTE,259559.99754699998,3.9439999154192766,6,2
SAN ANTONIO OESTE → Cinco Saltos,259559.99754699998,,6,
BAHIA BLANCA → Huinca Renanco,254479.999828,,6,
Choele Choel → Catriel,246210.000808,3.252331661006847,6,2
SAN ANTONIO OESTE → BAHIA BLANCA,245080.00017900002,1.7786847929979588,6,1
Mendoza → Algarrobo del Aguila,234359.998944,7.266666437549682,6,5
General Roca → BAHIA BLANCA,229949.99696100003,,6,
GENERAL ALVEAR → Catriel,193189.999056,0.13148645260331843,6,0
Bariloche → Senillosa,178950.00362899998,5.954916682899478,6,5
ROSARIO - SFE → PARANA,130080.000399,,6,
Punta de Vacas → Mendoza,108989.999484,-0.13314244540903883,6,-0.3333333333333333
Piedra del Aguila → Cinco Saltos,107099.999413,0.49999998463585443,6,0.5
NEUQUEN → Cnia 25 de Mayo - LPM,99550.001341,7.386689097572196,6,5
CORRIENTES → Roque Saenz Peña,89249.99970500001,4.000000076190478,6,5
Salta → Palpalá,83540.000696,,6,
Goya Acc → RESISTENCIA,72086.999297,-0.6696408983720029,6,-0.5384615384615384
Cinco Saltos → Cnia 25 de Mayo - LPM,62709.99881,,6,
Mendoza → Manantiales (Mza),51460.000537,0.8018207525194883,6,0.5
Las Avispas → Mendoza,24470.000345,2.5259365932488436,6,2
Luis Piedrabuena → Salta,2019420.99832,,5,
Pto San Julian → CORDOBA,1582150.0020849998,2.279781103991462,5,1.5
RESISTENCIA → TRELEW,1355529.998974,0.10693440397233908,5,-0.16666666666666666
CORDOBA → Pto San Julian,1323555.0007040002,3.9367591411753855,5,4
VIEDMA → CORRIENTES,1090375.311694,,5,
COMODORO RIVADAVIA → SANTIAGO DEL ESTERO,995230.0017619999,,5,
BAHIA BLANCA → San Salvador de Jujuy,937139.998812,,5,
Padre Buodo Acc → Perico,904190.0024519999,,5,
SIERRA GRANDE - RNG → RIO GALLEGOS,880076.998248,,5,
Mendoza → CORRIENTES,866250.0000179999,9.576923141585892,5,4
Perico → Padre Buodo Acc,849450.002993,,5,
ROSARIO - SFE → PUERTO MADRYN,848450.001074,0.07094666740677327,5,0
CORDOBA → RAWSON,812906.999773,,5,
COMODORO RIVADAVIA → SANTA ROSA - LPM,688296.001245,,5,
Mendoza → Charata acc - CHA,685348.997957,,5,
LAS GRUTAS → SANTA FE,672299.999859,,5,
LINIERS → SIERRA GRANDE - RNG,654149.9989380001,,5,
LAS GRUTAS → LA PLATA,646800.000923,,5,
Pto Santa Cruz → TRELEW,627770.0008390001,5.696499085648692,5,4
Mendoza → SANTIAGO DEL ESTERO,626640.001537,,5,
SANTA FE → BAHIA BLANCA,623180.0004789999,1.0913203419792092,5,1.5
SIERRA GRANDE - RNG → Retiro Buenos Aires,614890.001412,,5,
COMODORO RIVADAVIA → Cinco Saltos,614459.997923,,5,
BAHIA BLANCA → SANTA FE,612000.000618,0.09647943908650414,5,0
ROSARIO - SFE → VIEDMA,590594.000404,4.074703575565601,5,4
Mendoza → La Quiaca,590240.00154,,5,
LINIERS → COMODORO RIVADAVIA,563099.998976,,5,
RIO CUARTO → PUERTO MADRYN,561833.999723,0.5547333731952478,5,0.6666666666666666
El Talar Terminal → San Juan,553250.000109,4.599129606622527,5,4
SANTIAGO DEL ESTERO → San Juan,538740.002075,,5,
San Martin (MZA) → PARANA,529200.000119,,5,
Caleta Olivia → Choele Choel,525550.000367,2.2516426910064666,5,1.5
PUERTO MADRYN → SANTA ROSA - LPM,524290.000134,,5,
Caleta Olivia → SAN ANTONIO OESTE,511880.000072,0.3111680306640051,5,0.25
Junín → SAN ANTONIO OESTE,489123.99663000007,,5,
Pto San Julian → TRELEW,486822.001672,,5,
SAN LUIS → PUNTA ALTA,462839.998053,1.9563106616050612,5,1.5
LAS GRUTAS → COMODORO RIVADAVIA,431139.99866000004,,5,
VIEDMA → COMODORO RIVADAVIA,413699.999689,,5,
Bariloche → GENERAL ALVEAR,379579.998719,3.807244121512836,5,4
GENERAL ALVEAR → Bariloche,369389.999953,1.3390957405617612,5,1.5
Pigue PARADOR → PUERTO MADRYN,363440.00202400004,,5,
San Martin (MZA) → ROSARIO - SFE,347449.998967,,5,
PUERTO MADRYN → Pigue PARADOR,341855.000848,,5,
Gral San Martin - LPM → Almafuerte - CBA,332780.99782499997,,5,
Buenos Aires → SAN LUIS,332330.00135000004,0.21817382560983134,5,0.25
BAHIA BLANCA → Vicuña Mackenna,325249.998821,,5,
PUERTO MADRYN → Cinco Saltos,319729.99912399997,4.947358540758267,5,4
San Francisco - CBA → SAN LUIS,313949.999992,,5,
PARANA → RIO CUARTO,286650.00234300003,0.6834038258307703,5,0.25
SANTA ROSA - LPM → San Martin (MZA),275640.003401,,5,
ROSARIO - SFE → CORRIENTES,261599.99865199998,0.7358991411194208,5,1.5
Mar del Plata → LINIERS,260830.000863,-0.01110858688750723,5,-0.2857142857142857
San Francisco - CBA → Villa Mercedes - SLU,242870.00119599997,5.007172865726728,5,4
RESISTENCIA → SANTA FE,230749.999464,0.7630653921476631,5,0.6666666666666666
Roque Saenz Peña → TUCUMAN,230500.00181400002,2.9996529460041654,5,4
CORRIENTES → SANTIAGO DEL ESTERO,224878.00062300003,,5,
SAN ANTONIO OESTE → TRELEW,221810.001681,4.000225404550872,5,4
SANTA FE → Junín,221029.00143899999,,5,
Mendoza → Merlo - SLU,199090.000007,0.2513513509942244,5,0
TRELEW → SAN ANTONIO OESTE,184639.99976900002,,5,
Junín → ROSARIO - SFE,156380.999964,,5,
PUERTO MADRYN → SAN ANTONIO OESTE,145709.999397,0.9799706258307471,5,0.6666666666666666
SANTIAGO DEL ESTERO → Las Breñas acc - CHA,143330.002453,,5,
Las Breñas acc - CHA → SANTIAGO DEL ESTERO,136500.002184,,5,
Perico → TUCUMAN,136171.839083,0.3246287836041927,5,0.6666666666666666
Bernasconi Acc → PUNTA ALTA,116549.99828,,5,
Catriel → Villa Regina,116050.000912,1.1671335384409973,5,0.6666666666666666
Las Varillas - CBA → SANTA FE,114450.000449,,5,
PARANA → ROSARIO - SFE,104233.000081,-0.12453384178455129,5,0
General Roca → Cnia 25 de Mayo - LPM,100429.997672,4.815286276591724,5,4
Mendoza → Polvaredas,80850.00112999999,-0.14062498555003053,5,-0.2857142857142857
Villa Mercedes - SLU → RIO CUARTO,70049.999659,1.4339819329035874,5,0.6666666666666666
Barda del Medio Acc → Catriel,67496.002536,0.19048968507155498,5,0.25
RIO CUARTO → Villa Mercedes - SLU,53759.99893,2.199999832500005,5,1.5
Manantiales (Mza) → Mendoza,43050.001308,,5,
Mendoza → Los Zorzales,43050.000587,0.004902024731562483,5,-0.16666666666666666
Catriel → Cnia 25 de Mayo - LPM,35469.999798,,5,
Mendoza → Panamericana,15750.000348999998,4.988593598269478,5,4
CORRIENTES → Caleta Olivia,1364160.000066,,4,
Caleta Olivia → CORRIENTES,1364160.000066,,4,
Caleta Olivia → Salta,1284201.999059,,4,
Lima → Retiro Buenos Aires,1249499.9986989999,,4,
RIO GALLEGOS → SANTIAGO DEL ESTERO,1156992.7903379998,,4,
San Salvador de Jujuy → Caleta Olivia,1122877.99825,,4,
TUCUMAN → RIO GALLEGOS,1068440.999842,2.62034894666682,4,3
Salta → TRELEW,1039520.00025,,4,
TUCUMAN → COMODORO RIVADAVIA,985800.4088590001,,4,
PUNTA ALTA → TUCUMAN,869399.998068,,4,
TUCUMAN → LAS GRUTAS,821540.0004459999,,4,
Buenos Aires → Caleta Olivia,777000.0016109999,2.0204081766663093,4,1
SANTA FE → VIEDMA,757899.999597,,4,
BAHIA BLANCA → CORRIENTES,732923.9982759999,1.2015782965614954,4,1
PARANA → SIERRA GRANDE - RNG,730830.0003600001,,4,
9 de Julio YPF Acc → PUERTO MADRYN,684200.000762,,4,
Lujan Azcuenaga - MZA → PUERTO MADRYN,682443.997812,,4,
CORDOBA → SAN ANTONIO OESTE,673358.560479,6.204007328819179,4,3
General Roca → Caleta Olivia,645560.0006200001,,4,
Caleta Olivia → Buenos Aires,639720.001674,,4,
Buenos Aires → TRELEW,635880.001389,,4,
Retiro Buenos Aires → CDRO RIVADAVIA,630000.001417,-0.3381170981720583,4,-0.5
SANTIAGO DEL ESTERO → BAHIA BLANCA,629999.999396,,4,
BAHIA BLANCA → RESISTENCIA,626159.9983379999,,4,
TRELEW → Buenos Aires,616670.002124,,4,
Vicuña Mackenna → PUERTO MADRYN,613630.000576,,4,
Villa Regina → Caleta Olivia,526370.000851,,4,
Almafuerte - CBA → SAN ANTONIO OESTE,525419.997634,,4,
Mendoza → SAN ANTONIO OESTE,515869.998892,3.037805242877718,4,3
CORRIENTES → LA RIOJA,483840.002132,3.000000020072751,4,3
ROSARIO - SFE → BAHIA BLANCA,468639.998692,3.401615470594248,4,3
Cipolletti - RNG → Mar del Plata,462000.000032,,4,
LINIERS → SAN ANTONIO OESTE,449399.999813,0.43070898859690854,4,0.3333333333333333
PUERTO MADRYN → RIO CUARTO,443913.999819,3.517748855472062,4,3
SAN LUIS → Mar del Plata,411599.999158,-0.23155909942878833,4,-0.2
LA RIOJA → CORRIENTES,403199.999842,,4,
Choele Choel → COMODORO RIVADAVIA,392920.000398,,4,
Roque Saenz Peña → LA RIOJA,373799.998341,5.63943160137922,4,3
San Martin (MZA) → LINIERS,370980.000138,2.983036297096384,4,3
